REGION20,DIVISION20,STATEFP20,STATENS20,GEOID20,STUSPS20,NAME20,LSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,POP100,HU100,INTPTLAT,INTPTLON,LSADC,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010,CVAP_TOT19,CVAP_HSP19,CVAP_WHT19,CVAP_BLK19,CVAP_AIA19,CVAP_ASN19,CVAP_NHP19
4,8,04,01779777,04,AZ,Arizona,00,G4000,A,294360991275,858853288,+34.2039362,-111.6063449,PLST,AZ,040,00,00,000,0000001,0400000US04,04,4,8,04,01779777,294360991275,858853288,Arizona,Arizona,A,7151502,3082000,+34.2039362,-111.6063449,00,7151502,6154696,4322337,339150,319512,257430,16397,899870,996806,948897,60610,84795,62979,7025,687131,7977,4322,864,11926,1492,570,10400,4226,3696,884,43514,7360,3178,518,5839,2296,428,13994,3924,3882,457,254,87,479,218,190,49,117,111,36,97,3885,732,115,1450,225,246,35,299,410,50,217,35,27,13,13,18,440,174,215,12,7,28,4,70,70,7151502,2192253,4959249,4692409,3816547,317161,263930,248837,14323,31611,266840,249130,51895,67557,56082,6096,47116,6515,3738,726,2875,995,476,384,3690,878,107,16207,5410,2611,429,1044,1577,309,414,3328,344,45,200,55,98,158,63,16,77,3,2,24,1319,484,74,222,170,71,10,187,13,5,29,24,13,5,12,0,175,97,62,8,4,0,4,9,9,5541976,4875350,3549308,247633,226604,205298,11803,634704,666626,640037,28955,61635,34582,3956,481317,4825,2592,418,6974,881,320,7217,3502,2265,598,24122,4152,1326,186,2454,1147,210,9458,2294,1796,190,139,41,276,121,82,24,68,72,20,66,2127,412,72,943,86,105,9,144,195,32,93,20,3,2,3,8,293,114,145,10,6,17,1,47,47,5541976,1489617,4052359,3878116,3218094,236894,189473,199796,10590,23269,174243,164039,26191,51943,31870,3620,36456,4188,2366,367,2068,610,261,291,3153,565,90,9288,3316,1155,155,671,819,150,323,2041,205,24,117,26,71,97,36,8,48,3,2,21,778,278,44,162,75,50,2,106,9,5,24,16,2,2,3,0,129,64,53,8,3,0,1,9,9,3082000,2705878,376122,160269,89904,64154,2331,21938,1481,70365,38945,4284,27136,4920145,1139800,3158145,236142,222170,142303,8421
