STATEFP20,COUNTYFP20,VTDST20,GEOID20,VTDI20,NAME20,NAMELSAD20,LSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,CBSA,MEMI,CSA,METDIV,VTD,VTDI,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,POP100,HU100,INTPTLAT,INTPTLON,LSADC,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
04,005,000004,04005000004,A,Flagstaff,Flagstaff,00,G5240,N,9633658,8330,+35.2153226,-111.6717445,PLST,AZ,700,00,00,000,0022992,7000000US04005000004,04005000004,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000004,A,9633658,8330,Flagstaff,Flagstaff,N,2071,887,+35.2120364,-111.6587541,00,2071,1807,1635,14,92,19,3,44,264,238,12,39,38,1,144,1,0,0,0,0,0,2,0,0,1,25,2,1,0,2,3,1,10,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,232,1839,1699,1573,14,85,19,3,5,140,131,9,31,36,1,53,1,0,0,0,0,0,0,0,0,0,8,2,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,1420,1312,5,52,17,2,32,155,141,12,27,17,0,81,1,0,0,0,0,0,2,0,0,1,14,2,1,0,2,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,146,1429,1342,1265,5,49,17,2,4,87,82,9,25,17,0,30,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,799,88,0,0,0,0,0,0,0,0,0,0
04,005,000002,04005000002,A,Flagstaff,Flagstaff,00,G5240,N,2714037,0,+35.2150664,-111.6403940,PLST,AZ,700,00,00,000,0022990,7000000US04005000002,04005000002,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000002,A,2714037,0,Flagstaff,Flagstaff,N,1890,967,+35.2126603,-111.6434587,00,1890,1700,1422,29,137,40,0,72,190,178,13,28,27,1,100,0,1,0,2,0,0,2,3,0,1,11,2,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,219,1671,1569,1349,27,127,38,0,28,102,101,11,28,22,1,35,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,1468,1256,25,94,30,0,63,132,132,11,25,13,0,75,0,1,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,171,1429,1356,1193,25,86,28,0,24,73,73,11,25,9,0,24,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,835,132,32,0,0,0,0,0,32,0,0,32
04,005,000003,04005000003,A,Flagstaff,Flagstaff,00,G5240,N,775447,0,+35.2012077,-111.6516822,PLST,AZ,700,00,00,000,0022991,7000000US04005000003,04005000003,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000003,A,775447,0,Flagstaff,Flagstaff,N,1400,863,+35.2019878,-111.6514646,00,1400,1307,1168,17,58,24,1,39,93,82,9,17,8,0,45,1,0,0,0,0,0,2,0,0,0,10,4,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,118,1282,1225,1128,15,48,24,1,9,57,49,9,17,8,0,14,1,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,1168,1054,15,51,19,0,29,81,72,7,17,5,0,42,0,0,0,0,0,0,1,0,0,0,8,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,94,1155,1104,1021,14,41,19,0,9,51,43,7,17,5,0,14,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,756,107,8,0,0,0,0,0,8,0,0,8
04,005,000001,04005000001,A,Flagstaff,Flagstaff,00,G5240,N,2618604,0,+35.2020907,-111.6360854,PLST,AZ,700,00,00,000,0022989,7000000US04005000001,04005000001,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000001,A,2618604,0,Flagstaff,Flagstaff,N,2260,1285,+35.2009697,-111.6382327,00,2260,2063,1665,37,212,62,1,86,197,184,7,32,32,1,108,0,2,0,1,0,0,0,1,0,0,11,3,0,0,2,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260,235,2025,1905,1595,33,206,60,1,10,120,111,6,31,32,1,38,0,2,0,0,0,0,0,1,0,0,7,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,1723,1412,28,159,50,0,74,157,150,4,21,23,1,97,0,2,0,1,0,0,0,1,0,0,5,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,195,1685,1594,1357,27,153,48,0,9,91,84,4,20,23,1,33,0,2,0,0,0,0,0,1,0,0,5,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,1043,242,0,0,0,0,0,0,0,0,0,0
04,005,000012,04005000012,A,Flagstaff,Flagstaff,00,G5240,N,784326,0,+35.1939087,-111.6510019,PLST,AZ,700,00,00,000,0023000,7000000US04005000012,04005000012,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000012,A,784326,0,Flagstaff,Flagstaff,N,2537,1255,+35.1934938,-111.6512852,00,2537,2196,1478,139,250,77,12,240,341,323,27,63,36,3,174,6,1,0,1,4,0,5,3,0,0,13,2,1,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537,622,1915,1755,1291,131,231,70,12,20,160,151,22,53,34,3,26,4,1,0,1,4,0,0,3,0,0,5,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,1958,1359,133,189,73,12,192,285,274,20,50,33,3,156,3,0,0,1,3,0,3,2,0,0,6,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,505,1738,1611,1211,125,178,67,12,18,127,119,15,43,31,3,20,1,0,0,1,3,0,0,2,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,1026,229,62,0,0,0,0,0,62,0,0,62
04,005,000050,04005000050,A,Doney Park,Doney Park,00,G5240,N,17120166,0,+35.2561585,-111.5215296,PLST,AZ,700,00,00,000,0023021,7000000US04005000050,04005000050,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000050,A,17120166,0,Doney Park,Doney Park,N,2822,1045,+35.2592539,-111.5223399,00,2822,2490,1959,15,364,20,11,121,332,289,14,53,16,2,186,2,0,1,4,1,0,7,2,1,0,39,3,0,0,1,6,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2822,416,2406,2280,1859,15,353,20,11,22,126,112,12,38,16,2,39,2,0,0,0,1,0,0,2,0,0,13,3,0,0,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186,1983,1578,13,269,15,11,97,203,187,9,26,6,0,138,0,0,1,0,1,0,3,2,1,0,14,0,0,0,1,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2186,270,1916,1841,1520,13,265,15,11,17,75,71,9,23,6,0,30,0,0,0,0,1,0,0,2,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,974,71,15,0,0,0,0,0,15,0,0,15
04,005,000085,04005000085,A,Sunset Crater,Sunset Crater,00,G5240,N,22931026,0,+35.2763522,-111.4960799,PLST,AZ,700,00,00,000,0023049,7000000US04005000085,04005000085,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000085,A,22931026,0,Sunset Crater,Sunset Crater,N,2715,975,+35.2722624,-111.5023460,00,2715,2404,2001,8,251,19,0,125,311,294,21,62,30,6,166,3,0,0,1,1,0,4,0,0,0,17,9,0,0,0,0,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715,391,2324,2170,1900,8,232,19,0,11,154,143,19,56,27,6,31,3,0,0,0,1,0,0,0,0,0,11,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,1872,1563,7,182,18,0,102,212,199,11,40,24,5,117,2,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,256,1828,1715,1502,7,177,18,0,11,113,104,11,35,24,5,27,2,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,925,50,0,0,0,0,0,0,0,0,0,0
04,005,000009,04005000009,A,Flagstaff,Flagstaff,00,G5240,N,2012651,0,+35.1877732,-111.6667388,PLST,AZ,700,00,00,000,0022997,7000000US04005000009,04005000009,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000009,A,2012651,0,Flagstaff,Flagstaff,N,5522,2508,+35.1892037,-111.6677204,00,5522,4900,3254,83,833,210,23,497,622,591,65,62,101,6,332,7,0,0,1,0,0,11,4,2,0,27,6,4,0,1,3,0,9,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5522,1289,4233,3985,2867,79,787,202,22,28,248,234,53,51,98,6,16,7,0,0,0,0,0,0,3,0,0,14,6,3,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4896,4408,3020,83,700,175,22,408,488,463,57,52,93,5,238,7,0,0,0,0,0,6,4,1,0,23,6,4,0,0,2,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4896,1029,3867,3646,2682,79,670,168,21,26,221,210,48,43,90,5,14,7,0,0,0,0,0,0,3,0,0,11,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2508,2261,247,774,80,0,0,80,0,694,608,0,86
04,005,000013,04005000013,A,Flagstaff,Flagstaff,00,G5240,N,848836,0,+35.1868960,-111.6521251,PLST,AZ,700,00,00,000,0023001,7000000US04005000013,04005000013,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000013,A,848836,0,Flagstaff,Flagstaff,N,4258,226,+35.1878110,-111.6535108,00,4258,3980,3108,181,142,178,27,344,278,236,57,18,81,9,36,4,3,0,18,1,0,2,5,2,0,41,6,6,0,1,4,0,1,20,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4258,972,3286,3097,2605,157,125,168,24,18,189,161,53,12,76,9,3,1,2,0,0,0,0,0,3,2,0,27,4,4,0,1,3,0,0,13,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4193,3935,3074,174,142,175,27,343,258,220,53,18,77,9,33,1,3,0,18,1,0,0,5,2,0,37,6,3,0,1,4,0,1,20,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4193,959,3234,3054,2571,151,125,165,24,18,180,153,50,12,72,9,2,1,2,0,0,0,0,0,3,2,0,26,4,3,0,1,3,0,0,13,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,156,70,3752,0,0,0,0,0,3752,3752,0,0
04,005,000014,04005000014,A,Flagstaff,Flagstaff,00,G5240,N,2900299,0,+35.1863332,-111.6387541,PLST,AZ,700,00,00,000,0023002,7000000US04005000014,04005000014,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000014,A,2900299,0,Flagstaff,Flagstaff,N,3693,1602,+35.1891345,-111.6407928,00,3693,3287,2289,156,601,73,16,152,406,398,34,64,60,3,202,4,2,2,2,4,1,10,9,0,1,7,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3693,655,3038,2844,2039,143,571,69,16,6,194,191,32,56,55,3,26,4,2,2,1,1,1,0,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3226,2891,2093,144,445,64,16,129,335,330,32,40,57,3,171,4,1,2,1,3,1,6,9,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3226,557,2669,2501,1867,131,420,61,16,6,168,165,32,35,52,3,26,4,1,2,1,0,1,0,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,1396,206,336,336,336,0,0,0,0,0,0,0
04,005,000021,04005000021,A,Flagstaff,Flagstaff,00,G5240,N,8889023,2796,+35.1674106,-111.6910625,PLST,AZ,700,00,00,000,0023009,7000000US04005000021,04005000021,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000021,A,8889023,2796,Flagstaff,Flagstaff,N,3351,1474,+35.1702709,-111.6810551,00,3351,3003,2665,30,136,65,2,105,348,316,18,52,53,9,168,5,0,0,5,2,0,3,1,0,0,28,1,2,0,0,0,0,16,4,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351,408,2943,2758,2516,26,122,64,2,28,185,169,16,47,43,9,45,5,0,0,0,2,0,1,1,0,0,12,1,2,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644,2394,2117,29,104,52,2,90,250,224,8,35,30,8,129,5,0,0,5,1,0,2,1,0,0,22,1,2,0,0,0,0,11,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644,313,2331,2210,2019,25,90,51,2,23,121,106,6,31,23,8,30,5,0,0,0,1,0,1,1,0,0,11,1,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,1242,232,9,0,0,0,0,0,9,0,0,9
04,005,000007,04005000007,A,Flagstaff,Flagstaff,00,G5240,N,1353746,0,+35.1794888,-111.6727340,PLST,AZ,700,00,00,000,0022995,7000000US04005000007,04005000007,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000007,A,1353746,0,Flagstaff,Flagstaff,N,2927,1439,+35.1780553,-111.6683089,00,2927,2654,2246,49,127,132,1,99,273,255,49,38,50,2,115,1,0,0,0,0,0,0,0,0,0,12,5,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2927,348,2579,2421,2119,36,121,132,1,12,158,149,35,38,48,2,25,1,0,0,0,0,0,0,0,0,0,9,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512,2291,1974,45,78,113,0,81,221,211,41,36,40,1,92,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2512,299,2213,2087,1857,34,72,113,0,11,126,121,28,36,38,1,17,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,1271,168,23,0,0,0,0,0,23,0,0,23
04,005,000020,04005000020,A,Flagstaff,Flagstaff,00,G5240,N,1706406,0,+35.1781569,-111.6560846,PLST,AZ,700,00,00,000,0023008,7000000US04005000020,04005000020,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000020,A,1706406,0,Flagstaff,Flagstaff,N,4097,578,+35.1812109,-111.6593700,00,4097,3834,2903,180,167,244,27,313,263,241,47,24,71,0,84,3,4,0,1,0,0,5,1,1,0,21,2,3,0,1,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4097,875,3222,3070,2467,167,159,244,27,6,152,134,39,17,67,0,2,3,4,0,1,0,0,0,1,0,0,17,2,3,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4047,3795,2877,176,161,243,25,313,252,234,46,24,66,0,83,3,4,0,1,0,0,5,1,1,0,18,1,1,0,1,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4047,865,3182,3039,2448,163,154,243,25,6,143,129,39,17,62,0,2,3,4,0,1,0,0,0,1,0,0,14,1,1,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,444,134,3239,0,0,0,0,0,3239,3239,0,0
04,005,000022,04005000022,A,Flagstaff,Flagstaff,00,G5240,N,17990482,384,+35.1358425,-111.6588900,PLST,AZ,700,00,00,000,0023010,7000000US04005000022,04005000022,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000022,A,17990482,384,Flagstaff,Flagstaff,N,5031,2019,+35.1530746,-111.6697301,00,5031,4530,3691,48,453,168,9,161,501,480,28,79,79,5,263,4,3,0,2,5,2,2,5,3,0,18,6,3,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,5031,660,4371,4119,3441,42,428,164,8,36,252,241,28,65,75,5,51,3,3,0,1,3,2,0,5,0,0,10,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3645,3336,2719,40,311,137,6,123,309,297,17,50,37,0,176,1,3,0,1,5,0,0,4,3,0,10,1,3,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3645,457,3188,3054,2558,40,293,133,5,25,134,129,17,36,33,0,32,0,3,0,1,3,0,0,4,0,0,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1826,193,0,0,0,0,0,0,0,0,0,0
04,005,000082,04005000082,A,Sedona North,Sedona North,00,G5240,N,111021399,51253,+34.9371242,-111.7587260,PLST,AZ,700,00,00,000,0023046,7000000US04005000082,04005000082,4,8,04,01779777,005,H1,00025443,22380,1,999,99999,000082,A,111021399,51253,Sedona North,Sedona North,N,1267,1352,+34.8867560,-111.7545824,00,1267,1157,1077,6,9,27,0,38,110,99,4,25,11,3,50,0,3,0,0,3,0,0,0,0,0,9,1,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1267,101,1166,1104,1064,6,7,27,0,0,62,56,4,23,11,3,12,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,1120,1040,6,9,27,0,38,83,76,1,23,11,0,36,0,2,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1203,83,1120,1068,1028,6,7,27,0,0,52,48,1,23,11,0,11,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,756,596,0,0,0,0,0,0,0,0,0,0
